0,2388.0
1,2385.0
2,11766.0
3,11672.0
4,11946.0
5,12255.0
6,12347.0
7,12339.0
8,12608.0
9,12444.0
10,12627.0
11,12169.0
12,12176.0
13,12195.0
14,12180.0
15,12244.0
16,11840.0
17,11883.0
18,11904.0
19,11876.0
20,11888.0
21,11776.0
22,11920.0
23,11864.0
24,11961.0
25,12039.0
26,12072.0
27,12106.0
28,12326.0
29,12448.0
30,12662.0
31,12732.0
32,12928.0
33,12946.0
34,12900.0
35,12947.0
36,12744.0
37,12680.0
38,12545.0
39,12416.0
40,12370.0
41,12192.0
42,12312.0
43,12358.0
44,12379.0
45,12409.0
46,12522.0
47,12883.0
48,12738.0
49,12836.0
50,12340.0
51,12224.0
52,12646.0
53,12849.0
54,12640.0
55,12486.0
56,12688.0
57,12456.0
58,12452.0
59,12520.0
60,12833.0
61,13042.0
62,13088.0
63,13591.0
64,12792.0
65,12968.0
66,13100.0
67,13492.0
68,13672.0
69,13059.0
70,12994.0
71,13120.0
72,13128.0
73,12944.0
74,12402.0
75,12390.0
76,12842.0
77,12855.0
78,13210.0
79,12608.0
80,13184.0
81,12833.0
82,12873.0
83,12800.0
84,13071.0
85,13764.0
86,14000.0
87,13516.0
88,13364.0
89,13296.0
90,12816.0
91,12419.0
92,12357.0
93,12220.0
94,12559.0
95,12255.0
96,12714.0
97,12582.0
98,12564.0
99,12456.0
100,12599.0
101,12425.0
102,12684.0
103,12854.0
104,12948.0
105,13246.0
106,13185.0
107,12835.0
108,12704.0
109,12498.0
110,12939.0
111,13064.0
112,13580.0
113,13801.0
114,12434.0
115,12438.0
116,12408.0
117,12060.0
118,11768.0
119,12212.0
120,12511.0
121,12444.0
122,12224.0
123,11653.0
124,11943.0
125,12243.0
126,12428.0
127,12236.0
128,12065.0
129,12467.0
130,12664.0
131,12588.0
132,11920.0
133,11971.0
134,12855.0
135,12698.0
136,12404.0
137,12463.0
138,11830.0
139,12192.0
140,12268.0
141,12236.0
142,12274.0
143,12344.0
144,12471.0
145,12580.0
146,12468.0
147,12164.0
148,12507.0
149,12443.0
150,12520.0
151,12620.0
152,12802.0
153,12848.0
154,12775.0
155,12870.0
156,12409.0
157,12780.0
158,13312.0
159,13424.0
160,13195.0
161,13162.0
162,12840.0
163,12626.0
164,12584.0
165,12547.0
166,13026.0
167,13042.0
168,13056.0
169,12954.0
170,12873.0
171,12510.0
172,12397.0
173,12494.0
174,12403.0
175,12707.0
176,12768.0
177,12926.0
178,13121.0
179,13304.0
180,13311.0
181,12814.0
182,12525.0
183,12730.0
184,13430.0
185,13728.0
186,13513.0
187,13609.0
188,13353.0
189,13283.0
190,12996.0
191,12886.0
192,12992.0
193,13402.0
194,12981.0
195,12929.0
196,12751.0
197,13377.0
198,13584.0
199,13236.0
200,12766.0
201,12756.0
202,12845.0
203,12510.0
